Category,Created,Link,Title
Sống,21-07-2023 - 12:04 PM,https://cafef.vn/tiep-vien-hang-khong-tiet-lo-4-thu-ho-khong-dam-an-tren-may-bay-188230721094517192.chn,Tiếp viên hàng không tiết lộ 4 thứ họ không dám ăn trên máy bay
Sống,21-07-2023 - 11:44 AM,https://cafef.vn/phai-long-trai-nghe-an-nang-my-ru-anh-vao-rung-san-bat-hai-luom-song-giua-thung-lung-ecuador-188230721104440264.chn,"Phải lòng trai Nghệ An, nàng Mỹ rủ anh vào rừng “săn bắt hái lượm”, sống giữa thung lũng Ecuador"
Sống,21-07-2023 - 10:51 AM,https://cafef.vn/phi-cong-dot-nhien-bat-tinh-hanh-khach-68-tuoi-lieu-minh-dieu-khien-may-bay-thoat-chet-nho-1-dieu-ky-dieu-18823072110303102.chn,"Phi công đột nhiên bất tỉnh, hành khách 68 tuổi liều mình điều khiển máy bay: Thoát chết nhờ 1 điều kỳ diệu"
Sống,21-07-2023 - 10:42 AM,https://cafef.vn/tranh-cai-dua-nhau-thi-truong-chuyen-de-roi-thu-khoa-a-khoa-toan-truong-lang-188230721083549295.chn,"Tranh cãi: Đua nhau thi trường chuyên để rồi thủ khoa, á khoa toàn 'trường làng'?"
Sống,21-07-2023 - 10:20 AM,https://cafef.vn/cam-bat-co-di-giam-dinh-ong-lao-giat-minh-khi-biet-do-la-bao-vat-vo-gia-18823072109145251.chn,"Cầm bát cổ đi giám định, ông lão giật mình khi biết đó là bảo vật vô giá"
Sống,21-07-2023 - 10:02 AM,https://cafef.vn/ba-lao-100-tuoi-van-vui-ve-di-lam-4-ngay-tuan-song-lau-song-khoe-nho-hoi-chi-em-tai-cong-ty-188230721100343373.chn,"Bà lão 100 tuổi vẫn vui vẻ đi làm 4 ngày/tuần, sống lâu sống khỏe nhờ “hội chị em” tại công ty"
Sống,21-07-2023 - 09:50 AM,https://cafef.vn/su-that-dang-sau-nhung-dua-con-luon-do-loi-va-ghet-bo-gia-dinh-minh-188230721081621399.chn,Sự thật đằng sau những đứa con luôn đổ lỗi và ghét bỏ gia đình mình
Sống,21-07-2023 - 09:30 AM,https://cafef.vn/thoi-trang-chong-nang-thinh-hanh-o-trung-quoc-khi-nhiet-do-tang-cao-ky-luc-18823072109034535.chn,Thời trang chống nắng thịnh hành ở Trung Quốc khi nhiệt độ tăng cao kỷ lục
Sống,21-07-2023 - 09:14 AM,https://cafef.vn/3-dau-hieu-cua-nguoi-song-tho-188230721081431315.chn,3 dấu hiệu của người sống thọ
Sống,21-07-2023 - 09:12 AM,https://cafef.vn/hoi-flex-den-hoi-tho-cuoi-cung-bat-ngo-thong-bao-dung-hoat-dong-khi-co-14-trieu-thanh-vien-188230721090919414.chn,"Hội “Flex đến hơi thở cuối cùng” bất ngờ thông báo dừng hoạt động khi có 1,4 triệu thành viên"
Doanh nghiệp,21-07-2023 - 03:30 PM,https://cafef.vn/sojo-hotels-vao-top-10-khach-san-than-thien-vi-moi-truong-xanh-quoc-gia-188230721151644769.chn,SOJO Hotels vào Top 10 Khách sạn thân thiện vì môi trường xanh Quốc gia
Doanh nghiệp,21-07-2023 - 04:04 PM,https://cafef.vn/vi-sao-du-an-gan-20-trieu-usd-cua-vo-chong-le-diep-kieu-trang-chet-yeu-188230721160408991.chn,Vì sao dự án gần 20 triệu USD của vợ chồng Lê Diệp Kiều Trang ‘chết yểu’?
Doanh nghiệp,21-07-2023 - 03:32 PM,https://cafef.vn/doanh-nghiep-xuat-hoa-don-6000-ty-dong-roi-bo-tron-188230721152643899.chn,Doanh nghiệp xuất hóa đơn 6.000 tỷ đồng rồi bỏ trốn
Doanh nghiệp,21-07-2023 - 03:30 PM,https://cafef.vn/bosch-tga-viet-nam-danh-nhieu-hoc-bong-cho-hoc-sinh-tot-nghiep-thpt-188230721151308581.chn,Bosch TGA Việt Nam dành nhiều học bổng cho học sinh tốt nghiệp THPT
Doanh nghiệp,21-07-2023 - 03:05 PM,https://cafef.vn/doanh-nghiep-nao-vua-xuat-hoa-don-34000-ty-vao-thi-truong-chung-khoan-188230721150448852.chn,Doanh nghiệp nào vừa xuất hóa đơn 34.000 tỷ vào thị trường chứng khoán?
Kinh tế số,21-07-2023 - 03:49 PM,https://cafef.vn/threads-co-hang-chuc-trieu-nguoi-dung-quay-tro-lai-moi-ngay-188230721154404015.chn,Threads có hàng chục triệu người dùng quay trở lại mỗi ngày
Kinh tế số,21-07-2023 - 03:02 PM,https://cafef.vn/youtube-premium-lang-le-tang-gia-dang-ky-thue-bao-ca-nhan-188230721144837353.chn,YouTube Premium lặng lẽ tăng giá đăng ký thuê bao cá nhân
Kinh tế số,21-07-2023 - 02:26 PM,https://cafef.vn/apple-tham-gia-nghien-cuu-tri-tue-nhan-tao-ra-mat-chatbot-hoan-toan-moi-188230721140412337.chn,"Apple tham gia nghiên cứu trí tuệ nhân tạo, ra mắt chatbot hoàn toàn mới"
Kinh tế số,21-07-2023 - 01:46 PM,https://cafef.vn/canh-giac-truoc-thu-doan-danh-cap-thong-tin-cccd-di-vay-tin-dung-188230721134736611.chn,Cảnh giác trước thủ đoạn đánh cắp thông tin CCCD đi vay tín dụng
Kinh tế số,21-07-2023 - 11:30 AM,https://cafef.vn/bay-lua-hang-tram-trieu-dong-khi-ke-khai-mien-giam-thue-qua-mang-18823072110591508.chn,Bẫy lừa hàng trăm triệu đồng khi kê khai miễn giảm thuế qua mạng
Kinh tế số,21-07-2023 - 10:49 AM,https://cafef.vn/hon-60-dan-so-the-gioi-hoat-dong-tren-mang-xa-hoi-188230721105044888.chn,Hơn 60% dân số thế giới hoạt động trên mạng xã hội
Thị trường,21-07-2023 - 03:30 PM,https://cafef.vn/cuoc-thi-top-dau-cho-sinh-vien-kiem-toan-ke-toan-tai-chinh-da-tro-lai-188230721150919798.chn,Cuộc thi top đầu cho sinh viên Kiểm toán – Kế toán – Tài chính đã trở lại
Thị trường,21-07-2023 - 03:15 PM,https://cafef.vn/viet-nam-hon-20-nam-lien-top-1-the-gioi-ve-xuat-khau-1-mat-hang-ngoi-vuong-kho-bi-soan-khi-nhin-thanh-tich-cua-top-2-3-188230721144659974.chn,"Việt Nam hơn 20 năm liền Top 1 thế giới về xuất khẩu 1 mặt hàng: 'Ngôi vương' khó bị soán khi nhìn thành tích của top 2, 3"
Thị trường,21-07-2023 - 03:06 PM,https://cafef.vn/an-do-cam-xuat-khau-gao-te-thuong-bo-cong-thuong-khuyen-cao-doanh-nghiep-viet-188230721112741685.chn,"Ấn Độ cấm xuất khẩu gạo tẻ thường, Bộ Công Thương khuyến cáo doanh nghiệp Việt"
Doanh nghiệp,21-07-2023 - 02:54 PM,https://cafef.vn/loi-nhuan-quy-2-2023-cua-det-may-thanh-cong-thap-nhat-6-quy-188230721145050057.chn,Lợi nhuận quý 2/2023 của Dệt may Thành Công thấp nhất 6 quý
Doanh nghiệp,21-07-2023 - 02:50 PM,https://cafef.vn/bo-chinh-tri-yeu-cau-co-giai-phap-cho-trai-phieu-doanh-nghiep-bat-dong-san-chung-khoan-188230721145209249.chn,"Bộ Chính trị yêu cầu có giải pháp cho trái phiếu doanh nghiệp, bất động sản, chứng khoán"
Doanh nghiệp,21-07-2023 - 12:42 PM,https://cafef.vn/chi-900-ty-mua-co-phieu-hpg-va-co-luc-mat-toi-40-1-cong-ty-dau-tu-tai-chinh-lon-da-gan-ve-bo-dang-lai-to-voi-fpt-188230721124239539.chn,"Chi 900 tỷ mua cổ phiếu HPG và có lúc lỗ tới 360 tỷ, 1 công ty đầu tư tài chính lớn đã gần “về bờ”, đang lãi to với FPT"
Doanh nghiệp,21-07-2023 - 11:00 AM,https://cafef.vn/fezyflow-nen-tang-giup-doanh-nghiep-cai-thien-45-nang-suat-lam-viec-188230721102948791.chn,FezyFlow - Nền tảng giúp doanh nghiệp cải thiện 45% năng suất làm việc
Doanh nghiệp,21-07-2023 - 08:00 AM,https://cafef.vn/giai-phap-hop-nhat-bao-cao-tai-chinh-giup-nha-lanh-dao-ra-quyet-dinh-de-dang-188230721082811296.chn,Giải pháp hợp nhất báo cáo tài chính giúp nhà lãnh đạo ra quyết định dễ dàng
Doanh nghiệp,21-07-2023 - 08:00 AM,https://cafef.vn/dam-bao-kinh-doanh-lien-tuc-trong-boi-canh-kinh-te-bien-dong-188230720174354933.chn,Đảm bảo kinh doanh liên tục trong bối cảnh kinh tế biến động
Kinh tế số,21-07-2023 - 10:08 AM,https://cafef.vn/google-cho-hang-ngan-nhan-vien-lam-viec-khong-ket-noi-mang-188230721100255491.chn,Google cho hàng ngàn nhân viên làm việc không kết nối mạng
Kinh tế số,21-07-2023 - 09:15 AM,https://cafef.vn/cuoi-thang-8-2023-se-khoi-phuc-hoan-toan-tuyen-cap-quang-bien-apg-188230721091526459.chn,Cuối tháng 8/2023 sẽ khôi phục hoàn toàn tuyến cáp quang biển APG
Kinh tế số,21-07-2023 - 08:37 AM,https://cafef.vn/hon-8000-nha-van-nha-tho-ky-don-yeu-cau-boi-thuong-vi-cac-hang-cong-nghe-dung-tac-pham-van-hoc-huan-luyen-ai-188230721065852789.chn,"Hơn 8.000 nhà văn, nhà thơ ký đơn yêu cầu bồi thường vì các hãng công nghệ dùng tác phẩm văn học huấn luyện AI"
Kinh tế số,21-07-2023 - 07:58 AM,https://cafef.vn/lo-thong-tin-phat-trien-cong-cu-ai-rieng-co-phieu-apple-tang-188230721065700422.chn,"""Lộ"" thông tin phát triển công cụ AI riêng, cổ phiếu Apple tăng"
Thị trường,21-07-2023 - 02:20 PM,https://cafef.vn/may-choi-game-cam-tay-dau-tien-cua-asus-chinh-thuc-ra-mat-tai-viet-nam-gia-18-trieu-dong-188230721142213796.chn,"Máy chơi game cầm tay đầu tiên của ASUS chính thức ra mắt tại Việt Nam, giá 18 triệu đồng"
Thị trường,21-07-2023 - 01:37 PM,https://cafef.vn/loat-xe-nhat-gam-cao-dang-mua-ra-mat-viet-nam-cuoi-nam-nay-tu-700-trieu-den-hon-1-ty-jimny-du-kien-kho-mua-18823072113383295.chn,"Loạt xe Nhật gầm cao đáng mua ra mắt Việt Nam cuối năm nay: Từ 700 triệu đến hơn 1 tỷ, Jimny dự kiến khó mua"
Thị trường,21-07-2023 - 01:30 PM,https://cafef.vn/chien-dich-niem-tin-tao-dieu-ky-co-vu-doi-tuyen-nu-viet-nam-18823072111365323.chn,"Chiến dịch ""Niềm Tin Tạo Diệu Kỳ"" cổ vũ đội tuyển nữ Việt Nam"
Thị trường,21-07-2023 - 11:31 AM,https://cafef.vn/xe-hieu-suat-cao-mercedes-amg-c-43-4matic-lap-rap-tai-viet-nam-chot-gia-296-ty-dong-188230721113130964.chn,"Xe hiệu suất cao Mercedes-AMG C 43 4Matic lắp ráp tại Việt Nam, chốt giá 2,96 tỷ đồng"
Thị trường,21-07-2023 - 11:11 AM,https://cafef.vn/mau-dien-thoai-gap-duoc-goi-la-kiet-tac-thiet-ke-vuot-mat-iphone-o-thi-truong-ty-dan-chay-hang-truoc-ca-khi-ban-chinh-thuc-188230721085803122.chn,"Mẫu điện thoại gập được gọi là ""kiệt tác thiết kế"", vượt mặt iPhone ở thị trường tỷ dân: Cháy hàng trước cả khi bán chính thức"
Thị trường,21-07-2023 - 10:23 AM,https://cafef.vn/lo-so-1-dieu-cac-quoc-gia-chau-a-dua-xay-cang-lam-be-chua-de-tich-tru-lng-188230721102425594.chn,"Lo sợ 1 điều, các quốc gia châu Á đua xây cảng, làm bể chứa để tích trữ LNG"
Thị trường,21-07-2023 - 09:20 AM,https://cafef.vn/bo-cong-thuong-neu-ly-do-cho-de-xuat-dieu-chinh-gia-dien-3-thang-lan-188230721091840912.chn,Bộ Công Thương nêu lý do cho đề xuất điều chỉnh giá điện 3 tháng/lần
Tài chính quốc tế,21-07-2023 - 04:30 PM,https://cafef.vn/my-phat-hien-them-mot-kho-bau-ngap-vang-trang-du-kien-mo-duong-canh-tranh-truc-dien-voi-trung-quoc-trong-nganh-pin-xe-dien-188230721145251575.chn,"Mỹ phát hiện thêm một kho báu ngập ‘vàng trắng’, dự kiến mở đường ‘cạnh tranh trực diện’ với Trung Quốc trong ngành pin xe điện"
Tài chính quốc tế,21-07-2023 - 02:52 PM,https://cafef.vn/kinh-te-gap-kho-trung-quoc-lai-nhan-tin-khong-vui-tu-cac-nha-dau-tu-nuoc-ngoai-188230721143211953.chn,"Kinh tế gặp khó, Trung Quốc lại nhận tin không vui từ các nhà đầu tư nước ngoài"
Tài chính quốc tế,21-07-2023 - 02:21 PM,https://cafef.vn/nhung-xac-tau-dam-sau-nhat-duoi-day-dai-duong-188230721142157546.chn,Những xác tàu đắm sâu nhất dưới đáy đại dương
Doanh nghiệp,21-07-2023 - 07:55 AM,https://cafef.vn/top-cac-doanh-nghiep-tang-truong-manh-nhat-trong-quy-2-2023-nhieu-ky-luc-moi-duoc-thiet-lap-18823072107550643.chn,Top tăng trưởng mạnh nhất trong quý 2/2023: Nhiều doanh nghiệp tăng 50-100%
Doanh nghiệp,21-07-2023 - 07:38 AM,https://cafef.vn/sau-quy-lai-ky-luc-hon-1200-ty-dong-vocarimex-bao-lo-trong-quy-2-2023-188230721073855309.chn,"Sau quý lãi kỷ lục hơn 1.200 tỷ đồng, Vocarimex báo lỗ trong quý 2/2023"
Doanh nghiệp,21-07-2023 - 03:36 AM,https://cafef.vn/dung-bo-lo-hang-tram-doanh-nghiep-vua-cong-bo-bctc-dot-1-rat-nhieu-ket-qua-bat-ngo-188230721033626192.chn,"Công bố BCTC ngày 21/7: Nam Long, Đức Giang, TCM công bố, một ngân hàng có kết quả bất ngờ"
Thị trường,21-07-2023 - 08:58 AM,https://cafef.vn/bo-cong-thuong-ban-xe-land-cruiser-mercedes-gia-hon-29-ty-dong-188230721090016083.chn,"Bộ Công Thương bán xe Land Cruiser, Mercedes... giá hơn 2,9 tỷ đồng"
Thị trường,21-07-2023 - 08:57 AM,https://cafef.vn/gia-sau-rieng-tang-cao-dak-lak-du-kien-co-mua-boi-thu-ky-luc-188230721085924753.chn,"Giá sầu riêng tăng cao, Đắk Lắk dự kiến có mùa bội thu kỷ lục"
Thị trường,21-07-2023 - 08:24 AM,https://cafef.vn/dien-thoai-di-dong-ba-chu-doanh-thu-tren-tmdt-thu-hon-740-ty-trong-1-thang-iphone-tang-100-trong-thang-6-188230721081629717.chn,"Điện thoại di động ""bá chủ"" doanh thu trên TMĐT: Thu hơn 740 tỷ trong 1 tháng, iPhone tăng 100% trong tháng 6"
Thị trường,21-07-2023 - 08:23 AM,https://cafef.vn/chang-an-duoc-cua-nhau-cac-nha-ban-le-cong-nghe-chuyen-huong-moi-tgdd-bat-trend-very-hop-di-dong-viet-cung-flex-den-hoi-tho-cuoi-cung-18823072108204199.chn,"""Chẳng ăn được của nhau"", các nhà bán lẻ công nghệ chuyển hướng mới: TGDĐ bắt trend ""Very hợp"", Di động Việt cũng ""Flex đến hơi thở cuối cùng"""
Thị trường,21-07-2023 - 08:00 AM,https://cafef.vn/hp-245-g9-van-phong-mo-cho-nhu-cau-lam-viec-tu-xa-188230720175629961.chn,"HP 245 G9 - ""Văn phòng mở"" cho nhu cầu làm việc từ xa"
Thị trường,21-07-2023 - 08:00 AM,https://cafef.vn/kham-pha-quy-trinh-quay-so-mo-thuong-cua-vietlott-188230720175230931.chn,Khám phá quy trình quay số mở thưởng của Vietlott
Thị trường,21-07-2023 - 07:26 AM,https://cafef.vn/thi-truong-ngay-21-7-gia-dau-dong-sat-thep-cao-su-va-duong-dong-loat-tang-vang-roi-khoi-muc-cao-nhat-2-thang-188230721072204006.chn,"Thị trường ngày 21/7: Giá dầu, đồng, sắt thép, cao su và đường đồng loạt tăng, vàng rời khỏi mức cao nhất 2 tháng"
Tài chính quốc tế,21-07-2023 - 02:20 PM,https://cafef.vn/cuoc-dua-khai-thac-vang-trang-tren-toan-the-gioi-dang-nong-hon-bao-gio-het-188230721140526258.chn,Cuộc đua khai thác 'vàng trắng' trên toàn thế giới đang nóng hơn bao giờ hết
Tài chính quốc tế,21-07-2023 - 02:12 PM,https://cafef.vn/quoc-gia-dong-nam-a-so-huu-tam-ho-chieu-quyen-luc-nhat-the-gioi-bang-cach-nao-188230721140304361.chn,Quốc gia Đông Nam Á sở hữu tấm hộ chiếu quyền lực nhất thế giới bằng cách nào
Tài chính quốc tế,21-07-2023 - 01:28 PM,https://cafef.vn/duong-pho-bong-dung-bi-xe-toac-o-to-bay-len-nhu-do-choi-trong-1-vu-no-bi-an-188230721123136975.chn,"Đường phố bỗng dưng bị xé toạc, ô tô bay lên như đồ chơi trong 1 vụ nổ bí ẩn"
Tài chính quốc tế,21-07-2023 - 01:22 PM,https://cafef.vn/vuot-mat-lau-nam-goc-toa-nha-van-phong-lon-nhat-the-gioi-co-gi-dac-biet-188230721102454745.chn,"Vượt mặt Lầu Năm Góc, tòa nhà văn phòng lớn nhất thế giới có gì đặc biệt?"
Tài chính quốc tế,21-07-2023 - 12:38 PM,https://cafef.vn/dien-bien-moi-o-cong-ty-bat-dong-san-dang-duoc-theo-doi-sat-sao-nhat-tai-trung-quoc-188230721123843262.chn,Diễn biến mới ở công ty bất động sản đang được theo dõi sát sao nhất tại Trung Quốc
Tài chính quốc tế,21-07-2023 - 12:17 PM,https://cafef.vn/tua-bin-gio-ngoai-khoi-lon-nhat-the-gioi-chinh-thuc-duoc-trung-quoc-ket-noi-vao-luoi-dien-cao-146-m-moi-vong-quay-quet-50000-m2-du-cung-cap-dien-cho-36000-ho-trong-1-nam-188230721114422897.chn,"Tua bin gió ngoài khơi lớn nhất thế giới chính thức được Trung Quốc kết nối vào lưới điện: Cao 146 m, mỗi vòng quay 'quét' 50.000 m2, đủ cung cấp điện cho 36.000 hộ trong 1 năm"
Tài chính quốc tế,21-07-2023 - 11:35 AM,https://cafef.vn/ky-luc-nang-nong-lu-lut-tren-khap-the-gioi-binh-thuong-hay-bat-thuong-188230721110210569.chn,"Kỷ lục nắng nóng, lũ lụt trên khắp thế giới: Bình thường hay bất thường?"
Thị trường,21-07-2023 - 07:10 AM,https://cafef.vn/du-nen-kinh-te-suy-yeu-mot-quoc-gia-chau-a-van-mua-dau-nga-ky-luc-tinh-che-roi-tung-ra-thi-truong-thu-loi-khong-lo-188230721064447078.chn,"Dù nền kinh tế suy yếu, một quốc gia châu Á vẫn mua dầu Nga kỷ lục, tinh chế rồi tung ra thị trường thu lời khổng lồ"
Thị trường,21-07-2023 - 07:02 AM,https://cafef.vn/bo-truong-tai-chinh-my-trai-nghiem-xe-may-dien-viet-nam-188230721070440179.chn,Bộ trưởng Tài chính Mỹ trải nghiệm xe máy điện Việt Nam
Thị trường,21-07-2023 - 06:51 AM,https://cafef.vn/xanh-sm-tuyen-dung-tai-xe-xe-om-dien-thu-nhap-len-den-18-trieu-thang-chiet-khau-15-duoc-trang-bi-xe-may-dien-vinfast-tri-gia-len-den-50-trieu-dong-188230721064138014.chn,"Xanh SM tuyển dụng tài xế ‘xe ôm điện': thu nhập lên đến 18 triệu/tháng, chiết khấu 15%, được trang bị xe máy điện VinFast trị giá lên đến 50 triệu đồng"
Tài chính quốc tế,21-07-2023 - 11:25 AM,https://cafef.vn/bao-my-dung-voi-mua-chiec-xe-dien-nao-ngoai-tru-tesla-18823072111044473.chn,Báo Mỹ: Đừng vội mua chiếc xe điện nào ngoại trừ Tesla!
Tài chính quốc tế,21-07-2023 - 10:17 AM,https://cafef.vn/threads-qua-bom-xit-cua-mark-zuckerberg-khien-elon-musk-tho-phao-188230721101132893.chn,Threads: ‘Quả bom xịt’ của Mark Zuckerberg khiến Elon Musk ‘thở phào’
Tài chính quốc tế,21-07-2023 - 09:45 AM,https://cafef.vn/an-do-vua-chinh-thuc-cam-xuat-khau-gao-giam-nguon-cung-hoang-mang-bao-trum-va-lan-song-dau-co-co-the-khien-gia-tang-ky-luc-188230721094719507.chn,"Ấn Độ vừa chính thức cấm xuất khẩu gạo: Giảm nguồn cung, hoang mang bao trùm và làn sóng đầu cơ có thể khiến giá tăng kỷ lục"
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 04:30 PM,https://cafef.vn/binh-duong-bom-von-day-nhanh-tien-do-nhieu-du-an-duong-ket-noi-188230721153514652.chn,Bình Dương ‘bơm’ vốn đẩy nhanh tiến độ nhiều dự án đường kết nối
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 03:57 PM,https://cafef.vn/dong-nai-doi-mat-voi-nhieu-thach-thuc-khi-kho-khan-bua-vay-188230721142155796.chn,Đồng Nai đối mặt với nhiều thách thức khi khó khăn bủa vây
Tài chính - ngân hàng,21-07-2023 - 03:30 PM,https://cafef.vn/goi-25000-ty-tu-agribank-voi-lai-suat-uu-dai-cho-doanh-nghiep-xuat-nhap-khau-188230721144328835.chn,"Gói 25.000 tỷ từ Agribank với lãi suất ưu đãi cho doanh nghiệp xuất, nhập khẩu"
Bất động sản,21-07-2023 - 04:09 PM,https://cafef.vn/trinh-thu-tuong-ban-hanh-quyet-dinh-giam-30-tien-thue-dat-2023-ngay-trong-thang-7-188230721160755915.chn,Trình Thủ tướng ban hành quyết định giảm 30% tiền thuê đất 2023 ngay trong tháng 7
Bất động sản,21-07-2023 - 04:09 PM,https://cafef.vn/nha-trang-thieu-hang-ngan-lo-tai-dinh-cu-cho-cac-du-an-trong-diem-18823072115195601.chn,Nha Trang thiếu hàng ngàn lô tái định cư cho các dự án trọng điểm
Bất động sản,21-07-2023 - 04:08 PM,https://cafef.vn/chu-tich-tinh-binh-duong-noi-ve-giai-phap-cho-du-an-bat-dong-san-cham-tien-do-188230721152132412.chn,Chủ tịch tỉnh Bình Dương nói về giải pháp cho dự án bất động sản chậm tiến độ
Bất động sản,21-07-2023 - 04:07 PM,https://cafef.vn/can-canh-cuong-che-thu-hoi-hon-27700m2-dat-vang-ven-bien-quang-ngai-18823072115294915.chn,"Cận cảnh cưỡng chế, thu hồi hơn 27.700m2 'đất vàng' ven biển Quảng Ngãi"
Tài chính quốc tế,21-07-2023 - 09:05 AM,https://cafef.vn/nga-rut-khoi-sang-kien-bien-den-nong-nghiep-ukraine-thiet-hai-nang-nhieu-quoc-gia-ngam-don-188230721082210342.chn,"Nga rút khỏi Sáng kiến Biển Đen: Nông nghiệp Ukraine thiệt hại nặng, nhiều quốc gia ""ngấm đòn"""
Tài chính quốc tế,21-07-2023 - 09:04 AM,https://cafef.vn/co-truong-tat-nham-dong-co-giua-khong-trung-may-bay-lao-suyt-dam-vao-khu-dan-cu-dong-duc-va-bai-hoc-dat-gia-cho-nganh-hang-khong-the-gioi-188230721090350666.chn,"Cơ trưởng tắt nhầm động cơ giữa không trung, máy bay rơi ""như chiếc lá"" và kết cục đáng buồn: Bài học đắt giá cho ngành hàng không thế giới"
Tài chính quốc tế,21-07-2023 - 08:45 AM,https://cafef.vn/my-giai-doc-dac-powerball-1-ti-usd-roi-trung-bang-california-188230721083921481.chn,"Mỹ: Giải độc đắc Powerball 1 tỉ USD ""rơi"" trúng bang California"
Tài chính quốc tế,21-07-2023 - 08:22 AM,https://cafef.vn/bo-be-lam-xe-dien-sa-da-vao-robot-sieu-may-tinh-ai-elon-musk-khien-de-che-tesla-phai-gong-ganh-qua-nhieu-rui-ro-188230721081849473.chn,"Bỏ bê làm xe điện, sa đà vào robot, siêu máy tính, AI, Elon Musk khiến đế chế Tesla phải gồng gánh quá nhiều rủi ro"
Tài chính quốc tế,21-07-2023 - 07:27 AM,https://cafef.vn/nam-2023-dang-quen-cua-trung-quoc-ty-le-thanh-nien-that-nghiep-cao-ky-luc-188230720204636971.chn,Năm 2023 ‘đáng quên’ của Trung Quốc: Tỷ lệ thanh niên thất nghiệp cao kỷ lục
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 03:28 PM,https://cafef.vn/dong-bang-song-cuu-long-nhin-tu-trien-vong-dau-tu-xay-dung-ha-tang-188230721135925178.chn,Đồng bằng sông Cửu Long nhìn từ triển vọng đầu tư xây dựng hạ tầng
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 02:55 PM,https://cafef.vn/ky-la-cay-cau-tram-ty-xay-xong-3-nam-de-lam-canh-188230721141942639.chn,Kỳ lạ cây cầu trăm tỷ xây xong 3 năm để... 'làm cảnh'
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 01:40 PM,https://cafef.vn/cao-toc-bac-nam-cham-tien-do-188230721111745289.chn,Cao tốc Bắc - Nam chậm tiến độ
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 11:42 AM,https://cafef.vn/da-den-luc-kiem-soat-khi-thai-xe-gan-may-188230721105344608.chn,Đã đến lúc kiểm soát khí thải xe gắn máy
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 11:19 AM,https://cafef.vn/ho-tro-doanh-nghiep-bat-dung-benh-co-thuoc-nhung-phai-uong-dung-luc-188230721102840851.chn,"Hỗ trợ doanh nghiệp: ""Bắt đúng bệnh, có thuốc nhưng phải uống đúng lúc!"""
